sample,crystal_system,alpha,beta,gamma,a,b,c,band_gap
Ga2O3,Triclinic,0.1084111036724535,-0.07710039483344504,-0.08211196960356637,0.16252531898604064,0.349750945111508,0.16431912285918368,2.1521
WO3,Triclinic,-0.015864857639985408,0.05425873179289117,-0.05714962306771466,-0.637393812337006,-0.46977106790564227,-0.43384428384865437,1.6735
Pm2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.7301760291280662,0.22020072673582142,0.6431099288602286,3.7666
Al2O3,Triclinic,0.11733348038206452,-0.1735166995985889,-0.07610251580789865,0.004967775762187689,0.1883322842335214,0.28125498470265975,3.1107
Ga2O3,Trigonal,-2.118359197997602,-2.1354914381751953,-1.6214566726477377,0.5810371252611986,0.09287263200496877,0.5432887565630845,2.4025
Ho2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.9283119019793631,0.3893602319613037,0.7757255951238734,3.9458
UO3,Monoclinic,-0.42119568530517015,0.07173014272348734,-0.04466844979978912,-0.9470992344727363,-0.7870661556868334,0.17360325555753145,1.4882
Al2O3,Monoclinic,-0.7500489983165463,0.07173014272348734,-0.04466844979978912,1.0654148497112876,1.2747667583078066,3.219682983729743,4.0698
Bi2O3,Monoclinic,0.05551415603690277,0.07173014272348734,1.0522880007479045,0.2333915353840708,0.42235381463078786,-0.35050814034205613,2.1945
Al2O3,Monoclinic,0.05933803176959333,-1.8417128988236848,-1.472607124785809,1.144801879123805,1.3560992525613083,-0.9066718991287968,4.1416
Dy2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.9058668226329275,0.37019763175997994,0.7607027266799452,3.9255
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.7589026314911754,-0.5942575918219541,-0.43119167450626933,1.6008
Al2O3,Triclinic,0.10968572891668339,0.21538396593061349,-0.15699900921112087,0.490245870597199,0.6855026425602893,0.17625586489991624,3.5496
Al2O3,Triclinic,0.13963942215609162,0.48845564788289836,1.1452034017424622,0.00585231090884502,0.18923849586865726,2.2784487687401005,3.1115
WO3,Triclinic,0.28558401262044314,-0.024039072747930393,-0.5651796016399506,-0.1866245066165174,-0.007955173817206038,0.43532737733952687,1.9432
CrO3,Orthorhombic,0.05551415603690277,0.07173014272348734,1.2358074743540715,-0.021659988727707427,0.16105197763451237,-0.8648933019862316,2.0419
Al2O3,Triclinic,0.4691300477895831,0.2652098415474993,-0.10892337884577709,0.40245575729143507,0.5955611377729908,0.08496189336616304,3.4702
Sb2O3,Cubic,-1.8564237103083086,-1.869537738453894,-1.431465479569313,0.2593821973195727,-0.18174189226535165,0.3279997129279749,3.3408
Al2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,1.9030696335960107,2.1329491767820827,-0.17167806050959478,4.8274
La2O3,Hexagonal,0.05551415603690277,0.07173014272348734,1.342590845646325,-0.6026292533492934,-0.917688535321166,-1.4170781467593947,1.6943
Al2O3,Triclinic,0.1549349250868539,0.37392084289343314,-0.1426687732368357,0.9919984325387086,1.1995511925914761,0.0871724011514839,4.0034
Y2O3,Triclinic,0.37863165544924304,0.15585175090784034,0.13792649245319832,1.4265847402556184,1.6447875068433733,0.43179056488301343,2.9084
Y2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.07784682734362801,0.10348821989386524,0.736840639257299,3.0358
Fe2O3,Orthorhombic,0.036394777373450836,0.08208357142309983,-0.03912126168071082,-0.9101618905482914,-0.7492236222817374,-0.48402281057543906,1.5103
Al2O3,Monoclinic,0.08737978714265629,0.03937567803719765,1.324562484259321,0.7445497252612522,0.9460384876620368,0.8467028761877482,3.7796
Ga2O3,Triclinic,0.25754225724738017,-0.08551255565188098,0.022360073305738,-0.013135986283604427,0.169784869958766,0.1660875290874402,2.047
Dy2O3,Monoclinic,0.6800805257096716,0.07173014272348734,0.6052770914855279,0.9854749858321091,1.192867881782344,-0.24418271586812046,3.9975
Y2O3,Monoclinic,-1.0017874840519994,0.07173014272348734,-0.04466844979978912,1.2477478262322885,1.4615680012168901,-0.07529992106960316,2.8014
CrO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.1625392178148606,-1.0077857283527565,-0.22848811059234206,1.3593
Al2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-1.4642863426071917,1.2477396568160801,1.4615596316003194,-1.055660123859426,4.2347
CrO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.3692880614100564,-1.2196011755115972,-0.02865820679933192,1.2356
Al2O3,Triclinic,-0.11592293931205103,0.30079975270241877,-0.3234146527834635,0.4348518570377688,0.6287511389098658,0.14729821291221268,3.4995
La2O3,Monoclinic,-0.5805238408339377,-0.5740649724148551,-2.8714230621466688,0.33700015643877435,0.528501476772889,-0.10536282694996735,3.411
Al2O3,Monoclinic,-0.5148806407560854,0.06008253543642261,-0.04744204385932828,-1.0315035723996355,-0.8735389130152209,-0.1004997098222613,1.4377
Pm2O3,Monoclinic,0.6615984596683351,0.07173014272348734,0.6177582647534534,0.6583075484621383,0.8576828532362267,-0.17366751751638368,3.7016
Dy2O3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.8590178758836755,-1.136581620703585,-0.9159560318271446,1.5409
V2O3,Triclinic,-0.4944866368484027,0.11832057187174443,-0.6668780504897153,-0.8927796110544352,-0.7314153712675743,-0.46125458038663375,1.5207
Al2O3,Triclinic,0.11542154251571923,0.15391048302666288,0.05333187363725744,0.7247582513547887,0.9257620023258569,0.04716221023717525,3.7617
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.2997589434346313,-1.1483681714549463,-0.42809696360682004,1.2772
Sm2O3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.5610120649457329,-0.8821576498842542,-0.8812510595976063,1.7192
Gd2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,1.481238638279571,0.8614242342668391,1.1458087429870938,2.9411
V2O3,Monoclinic,0.05551415603690277,0.07173014272348734,-0.8878410438996595,-1.3671152764733243,-1.217375144134827,0.5162319622822721,1.2369
Al2O3,Monoclinic,0.05615146865901816,-3.969342496594095,0.5197579413164068,1.2154541239630787,1.4284829069178373,0.18089793124909032,4.2055
Al2O3,Triclinic,-0.015864857639985408,0.06267089261132619,-0.07748931283766756,0.9086309949662325,1.11414074597986,0.16255071663092674,3.928
SeO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.050209051487276626,0.23468224625076373,-0.05496324944465068,2.0849
MoO3,Monoclinic,0.895492191984566,0.07173014272348734,-0.04466844979978912,-0.6193429836318473,-0.45127788416016557,-0.5346434388592879,1.6843
IO3,Triclinic,0.5417836867107012,0.45092446884680243,0.6598244413231288,-0.2284088323229039,-0.05076346952432952,-0.6476003866891864,1.9182
Tm2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.964688409885656,0.4204168598737947,0.8000730026019645,3.9787
ClO3,Monoclinic,0.4786897371213096,0.5013974337574144,1.0777126129603456,-1.4115737990249189,-1.2629231707672053,0.03721492520323117,1.2103
Al2O3,Triclinic,1.203314188466145,-0.30681709410610164,-1.4393239960713404,1.0073672307118835,1.2152966197519726,0.07169884665423748,4.0173
As2O3,Monoclinic,0.05551415603690277,0.3545081640816595,-0.04466844979978912,-1.0124499198775234,-0.8540183301727726,-0.274466672527017,1.4491
Er2O3,Trigonal,-3.6734019959583746,-3.7143893148661324,-2.749384923526951,1.3834633161266288,0.7779480576379507,1.0803660782900932,2.8826
Al2O3,Triclinic,-0.14587663255145927,-0.0829241984769774,-0.0395835273573009,0.4601716756108421,0.6546914469656484,0.18178213436321858,3.5224
MoO3,Triclinic,0.131354358068596,0.250973877085532,-0.04744204385932828,-0.6960590056287713,-0.529873915078442,0.5540316454112598,1.6384
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.1673861995968011,-1.0127514906547825,-0.4265496081570955,1.3564
WO3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,-1.6617783413547558,-1.8219424349746134,-0.957865290563498,1.0606
Al2O3,Triclinic,0.5137419313376382,0.4858672907079957,-0.1163196296712144,0.4336356212111151,0.6275050979115535,0.20432931377349192,3.4984
As2O3,Monoclinic,0.5538926265308874,0.07173014272348734,-0.04466844979978912,0.5687483648630598,0.7659289251786556,0.8148715640791271,3.6206
Al2O3,Triclinic,0.3595122767857911,0.1286740005713569,0.10140750400260057,0.09220505460129064,0.2777074067488594,0.3252440896305458,3.1896
B2O3,Triclinic,-0.4600717552541894,0.012845016994440331,0.03900163766297226,1.07658210593784,1.286207680201406,0.5653052351163962,4.0799
Er2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,1.2059453711365098,0.6263912127766978,0.9615503373046839,4.1969
WO3,Monoclinic,0.044042528838831065,0.07173014272348734,-0.04466844979978912,-1.1433184279899231,-0.9880939123274797,-0.4309706237277372,1.3708
Y2O3,Triclinic,0.33465708452330334,-0.35081916607945607,-0.1643952600365582,1.4829100113078262,1.702493089456574,0.47268495891145035,2.9421
Lu2O3,Monoclinic,0.6934640907740885,0.07173014272348734,0.596494043630321,1.2937354844422737,1.5086826366274182,-0.3023190706220603,4.2763
Ho2O3,Monoclinic,0.6839044014423622,0.07173014272348734,0.6034280287791682,1.0518151218314278,1.2608337544175827,-0.25656155946591774,4.0575
P2O3,Monoclinic,-1.113954505544251,0.07173014272348734,-0.04466844979978912,0.8123272308738886,1.0154769542043718,-0.5563064151554328,3.8409
Y2O3,Trigonal,1.8807775057744645,-1.869537738453894,1.2792604479535163,1.4822520375736692,0.8622894290481706,1.146487028148907,4.4468
Ac2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,0.4603928093975061,-0.01012806386137508,0.462539490420891,3.5226
Y2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,1.0806730809911305,0.5194393604215238,0.8777034902752698,4.0836
Gd2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,1.0754292670191536,0.5149624276771956,0.874193717543816,2.6983
Ga2O3,Triclinic,0.24861988053776918,0.09114282153526097,-0.06824399930587126,-0.3764924826263339,-0.20247606951037025,0.07611986222487921,1.8296
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.3358606008449478,-1.1853545389458995,-0.44998099068149705,1.2556
MoO3,Monoclinic,0.05551415603690277,0.1435570543270504,-0.04466844979978912,-1.14231560417297,-0.9870665132305092,-0.4199180848011327,1.3714
Al2O3,Triclinic,0.30852726701658567,0.20179509076237223,-0.24991441020567856,0.8515784780068181,1.0556900955135538,0.06329891707001797,3.8764
WO3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.3382005230845058,-1.5456862333446506,-1.2853318827542686,1.2542
TeO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.3470588001342596,-1.1968271621954085,-0.30032961361527144,1.2489
Al2O3,Triclinic,-0.07003643051976603,-0.46794232824382487,-0.15330088379840157,0.013271707562831272,0.1968397128456673,0.2038872122164276,2.0628
Al2O3,Triclinic,0.153660299842624,0.010903749113262876,-0.2952164465114832,0.5992648274227453,0.7971932265908643,0.1419929942274423,3.6482
Al2O3,Triclinic,0.028109713285954303,0.41145202192952907,-0.0927440801651329,0.14273412485410494,0.3294747464060331,0.10662486966230772,3.2353
Al2O3,Monoclinic,0.05551415603690277,1.3251421046703502,-0.04466844979978912,1.1833897248967413,1.3956327351441384,-1.4464779003041628,4.1765
Fe2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,-1.1108937912417678,-1.3516219594723626,-0.5891490122022776,1.3902
Bi2O3,Trigonal,1.967452022382114,0.07173014272348734,-0.04466844979978912,-0.948269195592515,-1.2127803870622627,-0.480301639979745,1.4875
Al2O3,Triclinic,0.41941966326460756,2.1230032038342537,1.3430531113229143,0.12791816114759022,0.31429570151749586,1.9963879753331526,3.2219
UO3,Cubic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.7017416739248399,-1.0023062665022444,-0.31529663070098285,1.635
Bi2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-1.559490312025524,-1.734613511732084,-0.8894021951881743,1.1218
Fe2O3,Triclinic,0.05551415603690277,0.07625976777956746,-0.044206184123199044,-1.4322988245752863,-1.2841560854379384,3.446260031725137,1.1979
XeO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.12759362269550253,0.31396320990035415,-0.3206662852402239,2.1312
Al2O3,Triclinic,-0.013952919773640125,0.4793963977707372,-0.2471408161461394,-0.5835756008271813,-0.41463398303486865,0.21781341126394946,1.7057
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.3259994999782412,-1.1752517811590188,-0.43450743618425064,1.2615
Al2O3,Triclinic,0.014088835599422828,0.21538396593061349,-0.05391376333158608,0.17457739013377707,0.36209836527094663,0.13248781075056254,3.2641
MoO3,Monoclinic,0.05551415603690277,0.10020207164742212,-0.04466844979978912,-0.24244836576024933,-0.06514705688192218,-0.9060087467932005,1.9098
Al2O3,Triclinic,-0.16945719956971717,0.14420414362077655,-0.0890459547524136,0.36032977093186774,0.5524028086496143,0.09446707684304279,3.4321
Al2O3,Triclinic,-1.6703284246507077,-1.457341858350563,-1.5082015818832266,0.5644362560231037,0.7615111434573647,1.5240024616100742,3.6167
Bi2O3,Cubic,-1.8564237103083086,-1.869537738453894,-1.431465479569313,0.8800457600160941,0.34815276873844186,0.7434202559527154,2.5814
Sb2O3,Monoclinic,1.151691866074824,0.07173014272348734,-0.04466844979978912,0.7561970186223678,0.9579712105183025,-0.04987908153841266,2.5073
WO3,Triclinic,0.06443653274651379,0.26585693084122547,0.11712453700665533,0.897762314115602,1.1030057163740326,0.11988791637423328,2.592
WO3,Triclinic,0.34421677385502975,0.08790737506663218,0.22668150235844792,-0.17927046529219434,-0.0004209137727534541,0.4432852053666821,1.9476
SeO3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.6290055311721299,0.13382590156478308,-0.014289906194746122,2.4312
Tm2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,1.157959339430337,0.5854228951049019,0.9294324806314578,4.1535
Sb2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.5004769452992872,0.695984440790713,0.523305587195299,2.3543
Nd2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,0.7769458250075859,0.2601306769090244,0.6744137384749174,3.8089
Cr2O3,Cubic,0.05551415603690277,-2.2105537962473876,-1.6750794911321596,-0.2610006063738839,-0.6260213472366386,-0.020301234451426075,1.8987
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.9867107752423898,-0.8276484200171853,-0.43185482684186566,1.4645
Y2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,1.421771946920958,1.6398567708134284,1.538149711436128,4.3921
Al2O3,Monoclinic,2.1885995022560434,4.017033566569652,-1.8521272452660686,1.637045688238745,1.8604060275147771,-0.8370409038911882,4.5868
WO3,Orthorhombic,0.05551415603690277,0.04908201744308493,-0.04466844979978912,-0.6519347576828284,-0.48466835481172144,-0.4314127252848015,1.6648
WO3,Triclinic,-0.18985120347739898,-0.5138856680983558,-0.36640536070631835,-0.4791147865612173,-0.30761324376706295,0.4008434558885206,1.7682
TeO3,Monoclinic,-0.29819434923696114,0.4308647007413027,-1.4300786825395435,0.1748934793951303,0.36242220064081565,0.01953086292066389,2.1595
Lu2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,1.0115687726585074,0.46044120709232395,0.8314508164947019,4.0211
Al2O3,Triclinic,0.12243198135898498,0.018668820637972695,-0.11678189534780448,0.8355462784736503,1.0392650096267053,0.051362175029285,3.8619
Bi2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,-1.366948139170499,-1.5702296562167342,-0.7605304862463885,1.237
Fe2O3,Triclinic,-0.16053482286010615,0.6029904528723636,-0.13527252241139773,-1.532748343573437,-1.38706722831786,0.26136041463477117,1.1378
Sb2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.9626430036355114,-0.8029908416898826,0.7896717753264685,1.4789
Bi2O3,Trigonal,-0.017776795506330694,-0.002685126054979308,-0.09782900260762113,0.6198129795167244,0.12597771401847682,0.5692420868360831,2.4257
Al2O3,Triclinic,-0.18411538987836404,0.1429099650333243,-0.005375867289652875,1.0811153485644591,1.2908520148314793,0.04406749933772612,4.084
WO3,Monoclinic,0.7744027937827023,0.07820103566074492,-0.042357121416840046,1.0115828173397963,1.2196155138802334,-0.27977189121178697,2.6601
V2O3,Monoclinic,2.3122381509463668,1.7929876640340985,-1.274295149528767,-1.5910792622595515,-1.446827609125003,-0.804767490225503,1.1029
Al2O3,Triclinic,0.1542976124647385,0.3506256283193046,-0.052526966301816504,1.5751698024675254,1.7970138063779,0.23372906731825982,2.9973
Nd2O3,Monoclinic,0.6622357722904495,0.07173014272348734,0.6191450617832229,0.5863285009028781,0.7839398814269929,-0.1533308458914312,3.6365
Bi2O3,Trigonal,0.05870071914747794,0.07496558919211613,-0.042357121416840046,-0.5354400576134251,-0.8603254190736219,-0.20398816681463142,1.7345
MoO3,Triclinic,0.024923150175379133,0.014139195581891662,-0.1431310389134251,-0.39487758593714356,-0.22131171962150395,-0.42080228791526114,1.8186
Y2O3,Triclinic,0.36333615251848167,-0.2175187715719424,-0.00768719567260195,-0.09421072755679276,0.08672330464383977,0.5215371809670425,3.021
Al2O3,Triclinic,0.13517823380128657,0.3551552533753847,-0.18612174683628066,0.7835798386075177,0.9860250760624353,0.35884380796742343,3.8149
Al2O3,Triclinic,0.14983642410993345,0.0011974097073756019,-0.09043275178218317,0.35889240131854944,0.5509302147425176,0.2246659853984444,3.4308
Al2O3,Triclinic,0.3117138301271608,0.40239277181736793,-0.05391376333158608,0.8415168907135887,1.045381938163877,0.16896118920835737,3.8673
La2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,0.7945259610474056,0.27513980711597313,0.686180418684694,3.8248
Tm2O3,Monoclinic,0.6864536519308229,0.07173014272348734,0.5997299033664495,1.175207774790159,1.3872502775191256,-0.2808771451044476,4.1691
WO3,Hexagonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-1.5289041856084498,-1.7085004513507394,-1.3030159450368357,1.1401
Al2O3,Triclinic,-0.7634325633809623,-0.17222252101113664,-0.18750854386605023,0.5960583875161124,0.7939082094134954,0.2828023401523843,3.6453
B2O3,Triclinic,-0.20642133165239113,-0.038922126503622985,-0.151914086768632,1.2378992033095142,1.4514780271594259,0.372106854679349,4.2258
Y2O3,Monoclinic,0.05551415603690277,0.6379332747335569,-0.04466844979978912,0.5157868229569375,0.7116695035248572,-0.2567826102444497,3.5727
WO3,Hexagonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-0.9474335090783874,-1.212066915467144,-0.44710733056057994,1.488
Al2O3,Triclinic,0.12179466873687049,-0.1702812531299592,-0.09736673693103105,0.3444081382920317,0.5360909992171573,0.11701425625331613,3.4177
Fe2O3,Triclinic,0.11159766678302867,0.2859166989467252,0.20819087529485403,-1.5753683557939504,-1.4307316899391247,0.026604487833690803,1.1123
Tb2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.8783356661932104,0.3466927674736265,0.7422756614457667,3.9006
UO3,Tetragonal,3.486805313504442,3.555658900143161,-1.798504426781647,-0.2830627303468559,-0.6448569973477728,0.34115974568485613,1.8855
Al2O3,Trigonal,0.9751562697489498,-1.869537738453894,0.6223809215193522,0.9914455980720481,0.4432609448428614,0.8179820378898008,4.0029
Gd2O3,Monoclinic,0.6768939625990964,0.07173014272348734,0.6089752168982465,1.4220720330793286,1.6401642109070043,-0.20748828663179328,2.9057
Bi2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,-0.22590177278052032,-0.5960555402416532,0.003191004157753387,1.9197
AlO3,Monoclinic,0.7450864131654085,0.7718807585347958,-2.928744006043809,0.4459901845781606,0.6401624231886258,-1.4873722943325998,2.3217
Bi2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.5117065606121984,-0.3410037144186188,0.518221419289061,1.7487
CrO3,Monoclinic,-0.9176622179328094,-0.9163752087957995,-0.30399949436669005,-0.04238501427807407,0.13981906296378063,-0.8494197474889854,2.0295
Nd2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.6653838296353988,0.16488405817436347,0.5997434219235679,3.708
Al2O3,Triclinic,0.2664646339569912,-0.10427814516992849,0.04639788848840956,0.24113865991976036,0.43029079081496985,0.16763488453716477,3.3243
Al2O3,Triclinic,0.3180869563483121,-0.08163001988952608,0.39956886540304837,0.06047235621495021,0.24519706433833682,0.12475103350193933,3.1609
Sb2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.2825299024147804,0.4726963703823634,0.5920523793187792,2.2239
B2O3,Triclinic,-0.031160360570746774,0.5680476310111713,0.21420032909052175,1.1268900424039885,1.3377484669497932,0.18443474370560378,4.1254
Sm2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.7475350313812218,0.23502106285211702,0.6547286005139077,3.7823
Fe2O3,Monoclinic,-1.1419962609173149,1.3387309798385914,-0.9636526148603934,-1.18393279257653,-1.0297035757548025,-0.35581335902682654,1.3465
Lu2O3,Trigonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,1.0858697249777445,0.5238760215518804,0.8811816913435692,4.0883
Al2O3,Triclinic,0.26072882035795536,0.17655860830706624,0.06396398419882332,0.8331138068203418,1.0367729276300797,0.07501460833221858,3.8597
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.988047873664994,-0.8290182854798128,-0.44688627978204776,1.4637
Al2O3,Triclinic,0.03129627639653038,0.12608564339645423,1.3314964694081683,0.2621463696528776,0.4518133171494621,0.9689439567159942,3.3433
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.479932955880566,-1.3329575425440576,-0.4378231978622321,1.1694
Br2O3,Monoclinic,1.2307186312170924,0.07173014272348734,-0.04466844979978912,-0.4949928303296439,-0.32388039613576963,0.45124303339383764,1.7587
Y2O3,Triclinic,-0.13440500535338848,-0.24599070049587718,-0.21894260987415912,1.2673028906628763,1.4816022836078224,0.5144635560540155,2.8131
Al2O3,Triclinic,0.4531972322367064,0.24709134132317706,1.0925051146112201,-1.1202534801999984,-0.9644637330971484,2.561393765261177,1.3846
Al2O3,Monoclinic,0.9254458852239742,0.9679488145337113,-0.04466844979978912,1.4916502235069065,1.7114474899892127,-0.8018938301045857,4.4553
Sb2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,2.779774834164141,-1.4648905986262672,-1.3175465560894937,1.535497102093743,1.1784
B2O3,Triclinic,-0.17965420152355807,0.1972654657062912,0.07644515746674951,1.4664409718271654,1.6856204583878225,0.22002391904927032,4.4325
Al2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,1.5302707103417998,0.4454662787976597,0.6396256785315036,-0.03042661302758845,3.5091
Al2O3,Triclinic,0.1644946144185794,0.03614023156856887,-0.1269517402327809,0.8537898158734626,1.057955624601396,0.16431912285918368,3.8784
Al2O3,Triclinic,0.19381099503587315,0.02966933863131038,1.3254870156125005,0.21360750348004312,0.4020849536713461,0.87123951260481,3.2994
CrO3,Orthorhombic,0.05551415603690277,0.07173014272348734,1.2866566987789536,0.39050060004008014,0.5833130064895672,-0.8832405166043952,2.2885
As2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.06181462781045962,0.11991330578071425,0.7629246311240854,3.0503
CrO3,Monoclinic,-1.1203276317654023,0.07173014272348734,-0.04466844979978912,-0.3337053331029952,-0.15864037470627726,0.008478323994059579,1.8552
As2O3,Monoclinic,0.7693042928057818,0.07173014272348734,-0.04466844979978912,0.5798050541962787,0.7772565706178614,-0.09364713568776674,3.6306
Al2O3,Triclinic,0.005803771511927202,0.24515007344200052,-0.2619333177970147,0.6279016527957845,0.8265318282784094,0.12055106870982958,3.6741
WO3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.7177868549960925,-1.016004921128524,-0.3982551085049878,1.6254
WO3,Hexagonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-1.4142479958701273,-1.6106121485004528,-0.43959160409048886,1.2087
Sc2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,1.1701216976968785,1.3820395606170914,0.05313058125754193,4.1645
Bi2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.3712798102151438,0.5636211904642919,0.6484203278444626,2.277
Sm2O3,Monoclinic,0.6654223354010247,0.07173014272348734,0.6154469363705043,0.7055196119149861,0.9060518992616374,-0.1858253103356486,3.7443
Fe2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.8854255697301112,-0.7238811112231207,-0.023131937336029567,1.5251
Al2O3,Triclinic,0.2505318184041145,-0.030509965685187962,-0.19213120063194838,0.11000632442777486,0.29594491590598215,0.10441436187698686,3.2057
Fe2O3,Orthorhombic,-2.1878262738081453,-2.206024171191307,-0.9608790208008543,-1.2392552398117846,-1.0863817592710328,-0.046121218303366844,1.3134
La2O3,Hexagonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-0.8702160751729864,-1.1461421400781753,-1.4148676389740737,1.5342
CrO3,Orthorhombic,0.05551415603690277,0.07173014272348734,1.3167039677572936,-1.0219767461385791,-0.8637786215939962,-1.4597409470160883,1.4434
WO3,Triclinic,-0.3479047337619367,0.1429099650333243,-0.1565367435345308,0.0503761887901015,0.23485347943359172,0.6358204334681333,2.085
WO3,Monoclinic,-0.017139482884215296,0.07173014272348734,-0.04466844979978912,-0.7107670882774192,-0.5449424351673491,-0.43517058851984697,1.6296
Nd2O3,Hexagonal,0.05551415603690277,0.07173014272348734,1.3421285799697347,-0.809879508852966,-1.094629490910605,-1.433214853592237,1.5703
WO3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-1.1732360051956952,-1.0187446520537795,-0.42920221749948045,1.3529
As2O3,Monoclinic,0.05551415603690277,0.07173014272348734,0.17213415252084635,1.0257213350050287,1.234100511181056,0.736840639257299,4.0339
Cr2O3,Orthorhombic,0.05551415603690277,0.07173014272348734,-0.04466844979978912,0.4829275285026054,0.6780049565937217,-0.5538748565915798,2.3438
Al2O3,Triclinic,-0.11719756455628091,0.1390274292709703,-0.21339542175508147,0.36088260539852934,0.5529691909215753,0.2637919731986244,3.4326
Er2O3,Monoclinic,0.6858163393087074,0.07173014272348734,0.6015789660728093,1.1013490900442513,1.311581605985227,-0.26894040306371464,4.1023
Fe2O3,Tetragonal,0.05551415603690277,0.07173014272348734,-0.04466844979978912,-0.8148936279377323,-1.0989103204813173,3.513017366841828,1.5673
Al2O3,Triclinic,-0.16563332383702659,-0.08033584130207383,-0.06731946795269111,0.5356888637567322,0.7320592653154278,0.1574665487246887,3.5907
Sc2O3,Cubic,1.2963618312949448,1.3316129976076077,0.8553628225206318,0.7930885914340866,0.27391264552672545,0.685218363070058,3.8235
Sc2O3,Trigonal,1.850186499912941,-1.869537738453894,1.2570716954772039,1.1293225140572978,0.5609740603652812,0.9102653726167903,4.1276
Sc2O3,Trigonal,1.8183208688071872,-1.869537738453894,1.2339584116477118,1.0468396116314784,0.4905538645515477,0.8550581811923039,4.053
